overlap	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
10	5.2	5.2	5.2	5.2	5.2	66.3	66.3	66.3	66.3	66.3	66.3	66.3	66.3	66.3	66.3	99.4	99.4	99.4	99.4	99.4	99.4
11	1.8	1.8	1.8	1.8	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	94.3	94.3	94.3	94.3	94.3	94.3	94.3	94.3
12	0.6	0.6	17.4	17.4	17.4	17.4	17.4	17.4	17.4	17.4	79	79	79	79	79	79	79	79	79	99.5	99.5
13	0.2	5.3	5.3	5.3	5.3	5.3	5.3	5.3	5.3	53.3	53.3	53.3	53.3	53.3	53.3	53.3	97	97	97	97	97
14	1	1	1	1	1	1	1	19.8	19.8	19.8	19.8	19.8	19.8	19.8	78.5	78.5	78.5	78.5	78.5	78.5	78.5
15	0.3	0.3	0.3	0.3	0.3	7.1	7.1	7.1	7.1	7.1	7.1	7.1	55.5	55.5	55.5	55.5	55.5	55.5	55.5	96.9	96.9
16	0.1	0.1	0.1	0.1	2.5	2.5	2.5	2.5	2.5	2.5	31.7	31.7	31.7	31.7	31.7	31.7	31.7	87.1	87.1	87.1	87.1
17	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	9.9	9.9	9.9	9.9	9.9	9.9	59.2	59.2	59.2	59.2	59.2	59.2
18	0	0	0.2	0.2	0.2	0.2	0.2	0.2	3.4	3.4	3.4	3.4	3.4	34.4	34.4	34.4	34.4	34.4	34.4	87.2	87.2
19	0	0.1	0.1	0.1	0.1	0.1	0.1	1.5	1.5	1.5	1.5	1.5	19.7	19.7	19.7	19.7	19.7	72.1	72.1	72.1	72.1
20	0	0	0	0	0	0.4	0.4	0.4	0.4	0.4	6.3	6.3	6.3	6.3	6.3	44.1	44.1	44.1	44.1	44.1	90.2
21	0	0	0	0	0	0.1	0.1	0.1	0.1	1.9	1.9	1.9	1.9	1.9	20.7	20.7	20.7	20.7	20.7	72.9	72.9
22	0	0	0	0	0	0	0	0	0.9	0.9	0.9	0.9	0.9	11.1	11.1	11.1	11.1	54.6	54.6	54.6	54.6
23	0	0	0	0	0	0	0	0.4	0.4	0.4	0.4	0.4	4.6	4.6	4.6	4.6	32.4	32.4	32.4	32.4	78.9
24	0	0	0	0	0	0	0.1	0.1	0.1	0.1	1.6	1.6	1.6	1.6	1.6	14.3	14.3	14.3	14.3	55.6	55.6
25	0	0	0	0	0	0	0	0	0	0.6	0.6	0.6	0.6	6.6	6.6	6.6	6.6	37	37	37	37
26	0	0	0	0	0	0	0	0	0	0.2	0.2	0.2	2.4	2.4	2.4	2.4	17.7	17.7	17.7	17.7	59.4
27	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.8	0.8	0.8	0.8	6.9	6.9	6.9	6.9	35	35
28	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0.4	0.4	3.9	3.9	3.9	3.9	23.1	23.1	23.1
29	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	1.6	1.6	1.6	1.6	11.1	11.1	11.1	43.4
30	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.8	0.8	6.1	6.1	6.1	6.1	28.8	28.8
31	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0.2	0.2	2.1	2.1	2.1	13.6	13.6	13.6
32	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	1.1	1.1	1.1	7.7	7.7	7.7	33
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0.4	2.7	2.7	2.7	16.3	16.3
34	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	1.1	1.1	1.1	7.7	7.7	7.7
35	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.6	0.6	0.6	4.5	4.5	4.5	21.6
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0.3	2	2	2	11.4	11.4
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.8	0.8	0.8	5	5	5
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0.3	2.1	2.1	2.1	12.2
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	1	1	1	6.1	6.1
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0.4	2.6	2.6	14.4
